Query,Time,Value,Unit
"name=""donald trump"" AND channel=""CNN""",2012-11-18,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-11-20,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-12-01,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-12-06,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-12-10,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-12-20,0,seconds
"name=""donald trump"" AND channel=""CNN""",2012-12-23,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-01-14,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-01-15,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-01-29,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-01-30,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-02-01,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-02-04,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-02-08,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-02-17,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-02-22,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-03-07,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-03-12,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-03-25,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-03-26,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-04-02,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-04-06,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-04-16,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-04-19,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-05-15,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-07-16,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-08-17,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-08-21,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-09-26,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-09-27,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-10-31,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-11-01,0,seconds
"name=""donald trump"" AND channel=""CNN""",2013-12-09,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-01-06,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-01-24,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-02-19,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-04-03,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-07-25,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-07-28,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-07-29,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-08-05,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-08-18,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-08-25,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-08-26,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-09-11,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-09-23,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-09-24,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-11-28,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-12-07,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-12-21,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-12-29,0,seconds
"name=""donald trump"" AND channel=""CNN""",2014-12-31,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-01-07,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-01-13,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-02-03,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-02-14,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-02-17,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-02-19,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-02-25,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-03-30,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-04-02,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-04-04,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-04-23,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-04-28,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-05-02,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-05-11,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-05-16,0,seconds
"name=""donald trump"" AND channel=""CNN""",2015-06-18,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-03-07,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-04-13,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-04-14,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-08-15,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-08-19,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-08-20,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-08-27,0,seconds
"name=""donald trump"" AND channel=""CNN""",2021-08-29,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-02-24,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-02-28,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-02,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-04,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-05,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-07,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-10,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-12,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-15,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-20,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-22,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-03-23,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-09-29,0,seconds
"name=""donald trump"" AND channel=""CNN""",2022-09-30,0,seconds
"name=""donald trump"" AND channel=""CNN""",2023-01-03,0,seconds
"name=""donald trump"" AND channel=""CNN""",2023-10-08,0,seconds
"name=""donald trump"" AND channel=""CNN""",2023-10-10,0,seconds
"name=""donald trump"" AND channel=""CNN""",2023-10-14,0,seconds
"name=""donald trump"" AND channel=""CNN""",2023-10-18,0,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-01,12,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-03,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-04,51.021,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-05,150.09,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-06,27.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-07,21.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-08,27.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-09,21.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-10,57.037,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-11,51.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-12,213.153,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-13,150.126,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-14,570.504,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-15,38.463,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-16,670.6370000000001,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-17,762.64,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-18,87.069,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-19,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-21,42.027,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-22,48.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-23,54.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-24,24.018,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-26,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-27,18.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-28,91.51400000000001,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-29,84.072,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-01-30,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-01,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-02,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-03,45.042,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-04,24.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-05,153.124,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-06,48.039,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-07,2032.2099999999998,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-08,102.084,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-09,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-12,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-15,45.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-16,45.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-17,36.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-24,15.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-25,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-26,4.535,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-02-28,18.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-01,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-02,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-03,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-04,27.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-05,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-08,12.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-09,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-11,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-12,449.346,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-13,207.168,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-15,45.039,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-16,114.09,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-17,62.382000000000005,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-18,15.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-20,54.045,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-21,30.027,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-22,90.048,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-23,45.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-24,42.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-26,96.069,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-27,48.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-03-28,24.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-07,9.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-08,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-11,45.021,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-12,21.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-13,105.072,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-14,9.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-27,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-29,66.061,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-04-30,57.046,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-01,18.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-03,72.039,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-07,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-10,42.033,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-11,114.075,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-12,30.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-05-14,23.417,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-16,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-17,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-18,30.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-19,21.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-22,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-23,12.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-06-24,21.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-05,36.22,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-06,48.067,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-13,9.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-15,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-17,21.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-19,249.195,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-20,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-27,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-28,18.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-30,24.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-07-31,24.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-01,33.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-02,33.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-03,36.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-09,12.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-11,39.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-12,18.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-16,42.018,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-17,53.653999999999996,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-20,342.285,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-08-21,51.039,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-01,264.225,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-02,522.495,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-03,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-07,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-08,222.18900000000002,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-09,21.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-12,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-13,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-14,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-16,48.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-19,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-23,9.3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-24,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-25,9.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-26,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-09-29,108.096,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-01,15.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-02,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-03,15.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-06,242.643,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-07,75.069,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-09,15.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-14,18.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-16,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-17,15.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-20,60.051,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-21,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-22,24.021,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-10-28,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-08,12.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-09,42.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-10,27.018,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-11,9.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-13,0.732,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-14,4.232,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-15,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-17,24.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-19,45.027,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-21,96.066,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-22,57.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-27,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-29,1291.148,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-11-30,288.24,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-01,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-03,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-04,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-05,123.087,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-06,24.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-07,18.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-09,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-10,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-13,36.027,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-14,15.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-15,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-16,372.336,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-17,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-25,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-27,27.249,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-28,15.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-29,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-30,81.051,seconds
"name=""hillary clinton"" AND channel=""CNN""",2010-12-31,15.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-03,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-11,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-12,159.108,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-13,33.018,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-14,1618.4650000000001,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-15,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-17,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-18,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-19,48.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-20,18.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-24,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-25,30.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-26,18.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-27,18.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-28,408.31199999999995,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-29,63.054,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-30,1206.9650000000004,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-01-31,195.135,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-03,180.141,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-04,63.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-05,105.078,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-06,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-07,39.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-09,9,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-14,105.078,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-15,222.18600000000004,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-16,57.042,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-17,21.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-18,45.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-19,6,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-20,39.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-21,102.084,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-22,459.43,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-23,390.34499999999997,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-24,18.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-26,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-02-28,15.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-02,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-03,21.009,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-04,81.072,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-05,60.048,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-06,66.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-07,9.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-08,18.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-09,27.018,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-10,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-14,6.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-15,24.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-16,789.0329999999999,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-17,438.363,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-18,447.408,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-19,1014.682,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-20,21.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-21,24.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-22,45.027,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-23,606.499,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-24,555.492,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-25,21.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-27,87.06700000000001,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-28,51.033,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-29,777.544,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-03-30,63.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-04,9,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-06,30.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-07,63.045,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-09,24.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-11,18.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-13,45.033,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-14,18.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-15,30.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-17,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-18,12.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-20,102.081,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-21,57.042,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-22,51.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-04-26,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-02,12,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-03,78.054,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-04,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-05,36.012,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-07,15.006,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-08,27.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-09,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-10,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-11,12.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-12,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-15,33.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-16,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-17,111.096,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-18,51.036,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-19,201.18,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-20,9,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-27,252.09299999999996,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-30,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-05-31,60.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-01,57.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-02,99.07900000000001,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-03,54.042,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-04,21.015,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-05,49.538000000000004,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-06,18.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-07,15.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-08,30,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-09,75.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-10,63.03,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-12,66.024,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-13,3,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-15,9,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-16,9,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-17,15.003,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-18,30.021,seconds
"name=""hillary clinton"" AND channel=""CNN""",2011-06-19,6.003,seconds
